salary,market
38361.74609375,0.720000028610229
68906,1
55979,1.03999996185303
61008,1.24000000953674
42977,0.990000009536743
51640,0.990000009536743
42034,0.790000021457672
31000,0.879999995231628
45584,0.959999978542328
35782,0.990000009536743
63167,0.959999978542328
66032,0.889999985694885
48168,0.839999973773956
38935,0.910000026226044
75353,1.24000000953674
64794.59765625,0.920000016689301
79002,0.990000009536743
63155,1.33000004291534
54701,0.990000009536743
44319,0.779999971389771
30001,0.769999980926514
54464,0.990000009536743
47344,1.21000003814697
65704,0.759999990463257
48681,1.04999995231628
53248,0.740000009536743
39461,0.850000023841858
43958,0.810000002384186
96156,1.19000005722046
37000,0.779999971389771
41563,0.920000016689301
32000,0.850000023841858
46292,1.13999998569489
37000,1
68894,0.990000009536743
53103,1.23000001907349
56289,0.779999971389771
53187,0.779999971389771
33680,0.850000023841858
52996,0.839999973773956
55978.1953125,0.759999990463257
36869,0.850000023841858
37242,0.990000009536743
56252,0.730000019073486
59835,0.800000011920929
56419,1
66746,1.0900000333786
45669,0.730000019073486
36833,0.889999985694885
30927,0.790000021457672
54296,1.01999998092651
43695,0.930000007152557
48065,1.21000003814697
57965.1171875,1.12999999523163
30000,0.779999971389771
52009,0.850000023841858
55227,1.23000001907349
53665,0.920000016689301
54423,1.0900000333786
36833,0.839999973773956
61812,1.01999998092651
33680,0.920000016689301
40356,0.779999971389771
37359,0.850000023841858
75365,1.13999998569489
40465,0.910000026226044
38410,0.920000016689301
51199,0.930000007152557
52034,0.850000023841858
36515,0.810000002384186
56687,0.850000023841858
34000,0.779999971389771
33680,0.850000023841858
35257,0.850000023841858
50729,0.850000023841858
40957,0.920000016689301
61218,1.01999998092651
70101.78125,0.889999985694885
44463,1
30000,0.810000002384186
36308,0.870000004768372
62276,0.769999980926514
56055,0.930000007152557
34468,0.850000023841858
48473,0.839999973773956
40512,1
49252,0.889999985694885
40066,0.879999995231628
60892,0.949999988079071
51126,0.910000026226044
40512,1.03999996185303
53010,0.850000023841858
51943,0.870000004768372
41045,0.920000016689301
61453,1.21000003814697
67339,1.13999998569489
56000,1.19000005722046
44813,1
55923,0.779999971389771
29500,0.790000021457672
34731,0.910000026226044
33680,0.879999995231628
63357,0.920000016689301
62173,1.12999999523163
45032,0.850000023841858
39771.16015625,0.810000002384186
53003,0.769999980926514
35317,0.860000014305115
33154,0.790000021457672
45831,0.790000021457672
58949,1.23000001907349
55039,0.850000023841858
34206,0.879999995231628
48531,0.810000002384186
61988,1.21000003814697
54686,0.910000026226044
64918,0.910000026226044
37615,0.920000016689301
57779,1.19000005722046
29000,0.779999971389771
39924,0.930000007152557
37500,0.730000019073486
51954,0.740000009536743
36833,0.920000016689301
44225,1.04999995231628
41037,1.12999999523163
37733,0.920000016689301
74246,0.990000009536743
63500,1.24000000953674
58000,1.24000000953674
48921,0.990000009536743
43641,0.990000009536743
62091,1.12999999523163
66166,1.21000003814697
55121,1.17999994754791
35980,0.990000009536743
44190,0.779999971389771
61008,1.33000004291534
48099,0.850000023841858
70546,1.24000000953674
48941,0.850000023841858
34206,0.939999997615814
38810.01171875,0.730000019073486
38600,0.930000007152557
41106,0.850000023841858
54177,0.819999992847443
46416,0.860000014305115
59000,1.24000000953674
34157,1
49667,0.879999995231628
34206,0.930000007152557
37410,0.879999995231628
56436,0.939999997615814
46551,0.939999997615814
45229,0.910000026226044
35682,0.800000011920929
38265,0.829999983310699
36583,0.810000002384186
80760,0.920000016689301
60725.8671875,1
48000,1.13999998569489
54222,1.12999999523163
62164.7265625,0.850000023841858
38000,0.910000026226044
50683,0.879999995231628
58875.55078125,0.850000023841858
63231,1.22000002861023
64161,0.860000014305115
46573.6484375,0.910000026226044
60402,0.860000014305115
58530,0.930000007152557
64109,0.910000026226044
45838,0.899999976158142
64854.3125,1
39574,0.800000011920929
42088,0.819999992847443
43277,0.889999985694885
37363,0.930000007152557
48378,0.910000026226044
60653.0625,0.850000023841858
46843,0.810000002384186
56884,0.810000002384186
82508,0.930000007152557
34206,0.730000019073486
49923,1.14999997615814
56933,0.879999995231628
31577,0.860000014305115
78660,1.03999996185303
69374,1.13999998569489
91405,1.17999994754791
46292,1.13999998569489
54000,0.870000004768372
36000,0.740000009536743
44678,0.829999983310699
57573,1
36308,0.850000023841858
48765,0.939999997615814
65533,1.03999996185303
82878,0.910000026226044
46520,0.949999988079071
65836.7265625,0.769999980926514
62211,1.13999998569489
56433,0.990000009536743
39986,0.959999978542328
90082,1
42388,0.810000002384186
44454,1.01999998092651
34914,0.860000014305115
37905.30078125,0.779999971389771
44539,0.769999980926514
66570,0.759999990463257
47148,0.740000009536743
49826,0.930000007152557
63997,0.790000021457672
34731,0.850000023841858
44410.85546875,0.720000028610229
47820,0.879999995231628
53543,1.16999995708466
61008,1.33000004291534
41073,0.800000011920929
56000,1.19000005722046
69709,1
41121,0.730000019073486
74265.3984375,1.13999998569489
55549.5625,0.910000026226044
65852,0.990000009536743
34731,0.949999988079071
63144,0.730000019073486
69827.75,0.790000021457672
52446,0.810000002384186
54238,1.13999998569489
44045,1
47396,0.860000014305115
36487,0.819999992847443
71573,0.920000016689301
68651,0.910000026226044
59110,1.33000004291534
53274,0.850000023841858
39156,0.879999995231628
39024,0.990000009536743
44413,0.910000026226044
39000,1.22000002861023
60153,1.24000000953674
33680,0.920000016689301
42614,0.879999995231628
61210,1.16999995708466
49499,1.01999998092651
47573,0.870000004768372
58118,1.33000004291534
41425,0.910000026226044
39611,0.810000002384186
41915,0.819999992847443
72533,1.03999996185303
40615,1.07000005245209
32000,0.740000009536743
69654.3359375,1.21000003814697
71142,1.21000003814697
41015,0.790000021457672
76098,1.24000000953674
48543,0.790000021457672
40636,0.879999995231628
41639,1.0900000333786
34731,0.850000023841858
56182,1.21000003814697
71118,0.920000016689301
45906,0.920000016689301
50280,0.850000023841858
52071,0.850000023841858
48666,0.779999971389771
73620,0.920000016689301
65432,0.990000009536743
52464,1.29999995231628
35206,0.850000023841858
61439,1.16999995708466
60190,0.959999978542328
66334,0.779999971389771
59403.16015625,1.21000003814697
72152,1
34997,0.800000011920929
38572,0.800000011920929
62899,1.21000003814697
55826,0.779999971389771
56542,0.779999971389771
70514,0.889999985694885
52090,1.10000002384186
32000,0.910000026226044
64046,0.779999971389771
62801,0.769999980926514
30000,0.790000021457672
68133,0.930000007152557
65212,1
68140,0.850000023841858
33010,0.790000021457672
58134,0.850000023841858
68444.515625,1.19000005722046
40945,0.949999988079071
43921,0.850000023841858
51565,0.930000007152557
42563,0.839999973773956
56574,1
55210,1.23000001907349
58982,1.10000002384186
45837,0.850000023841858
48456,0.850000023841858
35257,0.910000026226044
44204,1.0900000333786
73349,1.21000003814697
37000,0.990000009536743
49768,0.899999976158142
43500,1.21000003814697
58149,0.819999992847443
30001,0.769999980926514
50838,0.920000016689301
47821,0.959999978542328
41682,0.920000016689301
42603,1.01999998092651
37037,0.910000026226044
38935,0.769999980926514
41037,1.30999994277954
34000,0.730000019073486
55158,1.21000003814697
51698,0.790000021457672
46601,0.990000009536743
52627,0.829999983310699
54850,0.930000007152557
31000,0.790000021457672
83192.234375,0.920000016689301
35000,0.910000026226044
39777,0.860000014305115
31000,0.949999988079071
61316,1
55000,1.23000001907349
63512,1.0900000333786
48078,1.03999996185303
48210,1.01999998092651
60345,1
35782,0.990000009536743
62587,0.850000023841858
37884,1.0900000333786
66537,1
45047,0.829999983310699
63827,1.13999998569489
32944,0.850000023841858
59564,1.33000004291534
34206,0.860000014305115
66483,0.990000009536743
54211,0.990000009536743
52773,0.879999995231628
60056,0.850000023841858
47661,0.850000023841858
64713,1.23000001907349
46975,1.03999996185303
40000,0.839999973773956
65212,1.17999994754791
62523,0.930000007152557
58498.453125,0.839999973773956
33800,0.839999973773956
64770,1.01999998092651
35257,0.850000023841858
57612,1.23000001907349
46810.8671875,0.810000002384186
42813,0.850000023841858
59432,1.01999998092651
75614,0.889999985694885
71605,1.17999994754791
34603,0.790000021457672
30662,0.759999990463257
50235,0.790000021457672
38936,0.990000009536743
32000,0.709999978542328
52580,0.779999971389771
54274,1.01999998092651
61179,1.12999999523163
59534.859375,0.930000007152557
38410,0.879999995231628
36308,0.800000011920929
42088,1.13999998569489
55608,0.959999978542328
62059,1.16999995708466
53376,1.21000003814697
64073,1.21000003814697
41483,0.930000007152557
56278,1.23000001907349
67062,1.13999998569489
58766.7578125,0.990000009536743
47029,0.790000021457672
53000,1.16999995708466
52395,0.860000014305115
63800,1
70434,1.24000000953674
63660.8515625,0.920000016689301
52894,0.920000016689301
58698,0.959999978542328
58946,0.839999973773956
80137,1.03999996185303
63073,0.779999971389771
52054.24609375,0.990000009536743
39754,0.879999995231628
69976,0.910000026226044
42537,0.800000011920929
39871,0.990000009536743
38069,0.829999983310699
58930,1.16999995708466
51775,0.850000023841858
49439,0.779999971389771
39986,0.990000009536743
42954,0.920000016689301
66115,0.920000016689301
66789.703125,0.860000014305115
58471,0.839999973773956
62350,1.0900000333786
62059,0.910000026226044
36000,0.930000007152557
41974,1
63337,0.990000009536743
31000,0.920000016689301
33680,0.879999995231628
40000,0.790000021457672
71812,1.21000003814697
39660,0.740000009536743
41563,0.850000023841858
50096,1.17999994754791
52579,0.990000009536743
33787,0.850000023841858
33680,1.04999995231628
51729,1.16999995708466
67199,0.910000026226044
40512,0.839999973773956
71543,1.33000004291534
36308,0.860000014305115
49357,0.779999971389771
38818,0.990000009536743
48289,1.10000002384186
45763,0.850000023841858
60423,1.24000000953674
80103,0.930000007152557
38333,0.800000011920929
60681,0.959999978542328
52173,0.779999971389771
36833,0.839999973773956
61255,0.920000016689301
52662,0.779999971389771
39461,0.990000009536743
56350,1
56030,1
33680,0.740000009536743
67647,1.21000003814697
89789,0.930000007152557
71835,1.12999999523163
55406,1.23000001907349
47999.421875,0.860000014305115
54822,0.920000016689301
60000,1.19000005722046
52172,0.730000019073486
37500,0.920000016689301
60678,1.21000003814697
43188,0.850000023841858
33680,1.01999998092651
64073,0.910000026226044
35000,0.790000021457672
40986,0.769999980926514
42482,0.990000009536743
42129,0.990000009536743
55227,1.23000001907349
40356,0.790000021457672
73155,0.920000016689301
35574,0.850000023841858
64863,0.990000009536743
60717,0.990000009536743
41259,1.14999997615814
46292,1.13999998569489
37359,0.839999973773956
73669,1.19000005722046
45287,0.850000023841858
60498,0.990000009536743
45000,1
40000,1
39986,1.16999995708466
45482,0.930000007152557
55090,1.01999998092651
59880,1.17999994754791
61123,0.819999992847443
55411,0.910000026226044
41723,0.870000004768372
55752,1.19000005722046
63409,1.23000001907349
62623,0.790000021457672
33703,0.769999980926514
57246,0.930000007152557
60006,0.920000016689301
50008,0.800000011920929
59472,0.889999985694885
52738.9140625,0.740000009536743
42717.59765625,0.800000011920929
34206,0.800000011920929
41063,0.810000002384186
33787,0.769999980926514
53686,0.779999971389771
70563,0.850000023841858
37067,0.930000007152557
47349,0.889999985694885
64686.62109375,1.14999997615814
35782,0.920000016689301
55847,1.23000001907349
48327,0.779999971389771
57192,0.850000023841858
32000,0.779999971389771
45500,1.21000003814697
54003,0.889999985694885
55524,1.14999997615814
57973,0.930000007152557
48395,1.21000003814697
34731,0.850000023841858
33680,0.790000021457672
